workload,workload_label,policy,policy_label,system,system_label,metric,mean,stddev,ci95,repetitions
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,avg_waiting_time,0.0003929944580843775,0.00040285521037319725,7.895962123314666e-05,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,avg_system_time,0.20023063814686218,0.005549092981481072,0.00108762222437029,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,avg_queue_length,0.0023820106152585663,0.0024274800394022368,0.0004757860877228384,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,avg_utilization,0.2005010857640393,0.007798966246015366,0.0015285973842190117,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,sla_violations,0.0,0.0,0.0,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,sla_violation_rate,0.0,0.0,0.0,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,avg_active_servers,6.0,0.0,0.0,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,server_hours,1500.0,0.0,0.0,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,scale_up_events,0.0,0.0,0.0,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,static_c6,Static c=6,scale_down_events,0.0,0.0,0.0,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,avg_waiting_time,0.07648018604929652,0.0229701812728251,0.004502155529473719,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,avg_system_time,0.2762096111783072,0.023732047886904473,0.004651481385833277,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,avg_queue_length,0.4595844358503011,0.13850537086300396,0.027147052689148778,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,avg_utilization,0.49355541922526913,0.028885369224211737,0.0056615323679455,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,sla_violations,15.61,15.270553296452555,2.9930284461047005,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,sla_violation_rate,0.010375396777471745,0.010102545929338652,0.0019800990021503757,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,avg_active_servers,2.4007999999999994,0.1540279392207987,0.03018947608727654,100
gradual_ramp,Gradual ramp,aggressive,Aggressive,dynamic,Dynamic - Aggressive,server_hours,600.2,38.50698480519969,7.547369021819139,100
